SaleID,DateTime,MachineID,LocationID,ProductID,ProductName,Category,Price,Quantity,TotalLine,PaymentType,Route,Region,City,Zone
S00342,2024-02-29 03:26:00,MAQ002,CLIENTE038,P001,Coca-Cola,Bebida,1200,3,3600,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00343,2024-10-22 22:38:00,MAQ016,CLIENTE034,P010,Chocolate,Snack,1700,3,5100,QR,Ruta E,Araucanía,Temuco,Sur
S00344,2024-01-14 05:49:00,MAQ013,CLIENTE003,P010,Chocolate,Snack,1700,3,5100,QR,Ruta C,Región Metropolitana,Santiago,Centro
S00345,2024-03-30 21:36:00,MAQ009,CLIENTE012,P005,Barra de Cereal,Snack,800,1,800,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00346,2024-02-06 15:48:00,MAQ005,CLIENTE028,P003,Agua Mineral,Bebida,900,2,1800,QR,Ruta E,Antofagasta,Antofagasta,Norte
S00347,2024-03-29 06:01:00,MAQ016,CLIENTE009,P007,Café en lata,Bebida,1300,1,1300,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00348,2024-06-04 20:11:00,MAQ020,CLIENTE037,P002,Pepsi,Bebida,1100,2,2200,QR,Ruta B,Región Metropolitana,Santiago,Centro
S00349,2024-07-01 17:01:00,MAQ014,CLIENTE014,P010,Chocolate,Snack,1700,3,5100,Efectivo,Ruta D,Araucanía,Temuco,Sur
S00350,2024-09-20 23:24:00,MAQ015,CLIENTE015,P004,Papas Fritas,Snack,1500,3,4500,Tarjeta,Ruta C,Biobío,Concepción,Sur
S00351,2024-12-09 14:27:00,MAQ011,CLIENTE033,P007,Café en lata,Bebida,1300,2,2600,QR,Ruta A,Antofagasta,Antofagasta,Norte
S00352,2024-06-14 00:35:00,MAQ004,CLIENTE026,P005,Barra de Cereal,Snack,800,2,1600,QR,Ruta D,Valparaíso,Viña del Mar,Costa
S00353,2024-11-02 00:44:00,MAQ013,CLIENTE027,P001,Coca-Cola,Bebida,1200,3,3600,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00354,2024-07-03 04:33:00,MAQ012,CLIENTE025,P007,Café en lata,Bebida,1300,3,3900,Tarjeta,Ruta C,Región Metropolitana,Santiago,Centro
S00355,2024-09-26 19:15:00,MAQ004,CLIENTE037,P003,Agua Mineral,Bebida,900,3,2700,QR,Ruta A,Valparaíso,Viña del Mar,Costa
S00356,2024-06-26 05:25:00,MAQ005,CLIENTE048,P008,Energética,Bebida,1600,3,4800,Efectivo,Ruta A,Biobío,Concepción,Sur
S00357,2024-02-13 02:42:00,MAQ003,CLIENTE026,P005,Barra de Cereal,Snack,800,1,800,Efectivo,Ruta A,Biobío,Concepción,Sur
S00358,2024-02-16 06:17:00,MAQ017,CLIENTE042,P008,Energética,Bebida,1600,3,4800,Tarjeta,Ruta A,Araucanía,Temuco,Sur
S00359,2024-01-15 12:04:00,MAQ013,CLIENTE024,P006,Galletas,Snack,1000,1,1000,QR,Ruta A,Araucanía,Temuco,Sur
S00360,2024-07-10 01:54:00,MAQ011,CLIENTE010,P003,Agua Mineral,Bebida,900,2,1800,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00361,2024-11-13 03:50:00,MAQ001,CLIENTE048,P002,Pepsi,Bebida,1100,2,2200,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00362,2024-08-06 08:22:00,MAQ005,CLIENTE032,P008,Energética,Bebida,1600,3,4800,Efectivo,Ruta E,Araucanía,Temuco,Sur
S00363,2024-07-20 09:15:00,MAQ016,CLIENTE012,P005,Barra de Cereal,Snack,800,1,800,QR,Ruta E,Antofagasta,Antofagasta,Norte
S00364,2024-03-27 15:43:00,MAQ005,CLIENTE005,P004,Papas Fritas,Snack,1500,3,4500,Efectivo,Ruta E,Antofagasta,Antofagasta,Norte
S00365,2024-07-24 16:17:00,MAQ016,CLIENTE027,P003,Agua Mineral,Bebida,900,1,900,QR,Ruta D,Biobío,Concepción,Sur
S00366,2024-01-27 16:05:00,MAQ010,CLIENTE018,P002,Pepsi,Bebida,1100,1,1100,QR,Ruta C,Valparaíso,Viña del Mar,Costa
S00367,2024-06-08 05:58:00,MAQ005,CLIENTE024,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00368,2024-10-18 09:24:00,MAQ003,CLIENTE001,P008,Energética,Bebida,1600,2,3200,QR,Ruta B,Araucanía,Temuco,Sur
S00369,2024-11-24 02:28:00,MAQ017,CLIENTE018,P005,Barra de Cereal,Snack,800,2,1600,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00370,2024-05-17 12:26:00,MAQ017,CLIENTE041,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta D,Región Metropolitana,Santiago,Centro
S00371,2024-05-27 08:37:00,MAQ009,CLIENTE018,P002,Pepsi,Bebida,1100,3,3300,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00372,2024-01-14 18:51:00,MAQ015,CLIENTE002,P003,Agua Mineral,Bebida,900,3,2700,QR,Ruta E,Biobío,Concepción,Sur
S00373,2024-08-17 02:43:00,MAQ015,CLIENTE004,P010,Chocolate,Snack,1700,2,3400,Efectivo,Ruta A,Biobío,Concepción,Sur
S00374,2024-01-30 18:29:00,MAQ020,CLIENTE009,P008,Energética,Bebida,1600,1,1600,Efectivo,Ruta E,Región Metropolitana,Santiago,Centro
S00375,2024-04-25 01:32:00,MAQ019,CLIENTE024,P006,Galletas,Snack,1000,2,2000,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00376,2024-01-25 08:41:00,MAQ017,CLIENTE013,P010,Chocolate,Snack,1700,1,1700,QR,Ruta C,Valparaíso,Viña del Mar,Costa
S00377,2024-01-28 02:38:00,MAQ004,CLIENTE023,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta E,Biobío,Concepción,Sur
S00378,2024-07-15 12:34:00,MAQ015,CLIENTE041,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00379,2024-08-29 20:48:00,MAQ012,CLIENTE027,P007,Café en lata,Bebida,1300,3,3900,QR,Ruta A,Región Metropolitana,Santiago,Centro
S00380,2024-12-22 00:30:00,MAQ002,CLIENTE036,P009,Jugo Natural,Bebida,1400,1,1400,QR,Ruta D,Valparaíso,Viña del Mar,Costa
S00381,2024-11-06 07:50:00,MAQ009,CLIENTE025,P003,Agua Mineral,Bebida,900,2,1800,QR,Ruta C,Araucanía,Temuco,Sur
S00382,2024-05-03 19:27:00,MAQ018,CLIENTE011,P010,Chocolate,Snack,1700,1,1700,Efectivo,Ruta A,Biobío,Concepción,Sur
S00383,2024-10-16 01:20:00,MAQ007,CLIENTE008,P010,Chocolate,Snack,1700,1,1700,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00384,2024-07-21 09:38:00,MAQ004,CLIENTE028,P009,Jugo Natural,Bebida,1400,3,4200,Efectivo,Ruta D,Biobío,Concepción,Sur
S00385,2024-03-09 13:30:00,MAQ014,CLIENTE038,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta C,Región Metropolitana,Santiago,Centro
S00386,2024-09-20 03:24:00,MAQ008,CLIENTE024,P001,Coca-Cola,Bebida,1200,2,2400,QR,Ruta A,Araucanía,Temuco,Sur
S00387,2024-02-23 05:01:00,MAQ001,CLIENTE027,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00388,2024-05-04 01:53:00,MAQ019,CLIENTE036,P003,Agua Mineral,Bebida,900,2,1800,Efectivo,Ruta D,Región Metropolitana,Santiago,Centro
S00389,2024-02-18 17:36:00,MAQ003,CLIENTE009,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00390,2024-06-04 17:16:00,MAQ005,CLIENTE031,P002,Pepsi,Bebida,1100,3,3300,QR,Ruta E,Araucanía,Temuco,Sur
S00391,2024-11-20 18:14:00,MAQ010,CLIENTE047,P003,Agua Mineral,Bebida,900,1,900,QR,Ruta D,Región Metropolitana,Santiago,Centro
S00392,2024-01-01 23:57:00,MAQ019,CLIENTE021,P001,Coca-Cola,Bebida,1200,2,2400,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00393,2024-08-11 07:02:00,MAQ003,CLIENTE038,P003,Agua Mineral,Bebida,900,3,2700,QR,Ruta B,Araucanía,Temuco,Sur
S00394,2024-10-29 10:04:00,MAQ019,CLIENTE050,P001,Coca-Cola,Bebida,1200,2,2400,Tarjeta,Ruta D,Región Metropolitana,Santiago,Centro
S00395,2024-03-24 18:42:00,MAQ007,CLIENTE007,P001,Coca-Cola,Bebida,1200,2,2400,Efectivo,Ruta C,Araucanía,Temuco,Sur
S00396,2024-10-24 00:05:00,MAQ010,CLIENTE003,P009,Jugo Natural,Bebida,1400,2,2800,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00397,2024-05-31 12:39:00,MAQ009,CLIENTE034,P010,Chocolate,Snack,1700,3,5100,QR,Ruta C,Biobío,Concepción,Sur
S00398,2024-05-19 04:59:00,MAQ016,CLIENTE006,P003,Agua Mineral,Bebida,900,2,1800,QR,Ruta E,Biobío,Concepción,Sur
S00399,2024-10-03 23:33:00,MAQ009,CLIENTE010,P006,Galletas,Snack,1000,1,1000,QR,Ruta C,Biobío,Concepción,Sur
S00400,2024-01-05 21:04:00,MAQ003,CLIENTE023,P009,Jugo Natural,Bebida,1400,1,1400,QR,Ruta E,Valparaíso,Viña del Mar,Costa
S00401,2024-09-20 09:36:00,MAQ012,CLIENTE010,P003,Agua Mineral,Bebida,900,3,2700,QR,Ruta E,Biobío,Concepción,Sur
S00402,2024-03-30 21:06:00,MAQ017,CLIENTE002,P008,Energética,Bebida,1600,3,4800,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00403,2024-01-03 14:49:00,MAQ004,CLIENTE011,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00404,2024-10-25 19:25:00,MAQ020,CLIENTE038,P002,Pepsi,Bebida,1100,3,3300,QR,Ruta E,Biobío,Concepción,Sur
S00405,2024-09-02 10:53:00,MAQ017,CLIENTE029,P009,Jugo Natural,Bebida,1400,3,4200,Efectivo,Ruta E,Araucanía,Temuco,Sur
S00406,2024-02-22 17:50:00,MAQ016,CLIENTE020,P006,Galletas,Snack,1000,3,3000,Tarjeta,Ruta D,Antofagasta,Antofagasta,Norte
S00407,2024-11-17 07:02:00,MAQ010,CLIENTE027,P001,Coca-Cola,Bebida,1200,2,2400,Tarjeta,Ruta B,Valparaíso,Viña del Mar,Costa
S00408,2024-06-01 22:02:00,MAQ016,CLIENTE026,P003,Agua Mineral,Bebida,900,3,2700,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00409,2024-05-04 00:11:00,MAQ018,CLIENTE024,P010,Chocolate,Snack,1700,1,1700,QR,Ruta E,Región Metropolitana,Santiago,Centro
S00410,2024-04-26 23:07:00,MAQ001,CLIENTE018,P008,Energética,Bebida,1600,1,1600,QR,Ruta D,Araucanía,Temuco,Sur
S00411,2024-06-23 09:38:00,MAQ004,CLIENTE004,P003,Agua Mineral,Bebida,900,1,900,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00412,2024-05-25 19:23:00,MAQ002,CLIENTE045,P010,Chocolate,Snack,1700,3,5100,Efectivo,Ruta E,Valparaíso,Viña del Mar,Costa
S00413,2024-05-28 09:48:00,MAQ002,CLIENTE005,P003,Agua Mineral,Bebida,900,1,900,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00414,2024-01-18 22:22:00,MAQ020,CLIENTE007,P007,Café en lata,Bebida,1300,2,2600,Efectivo,Ruta A,Biobío,Concepción,Sur
S00415,2024-11-25 23:54:00,MAQ008,CLIENTE037,P004,Papas Fritas,Snack,1500,1,1500,Tarjeta,Ruta B,Antofagasta,Antofagasta,Norte
S00416,2024-06-03 12:05:00,MAQ015,CLIENTE028,P007,Café en lata,Bebida,1300,1,1300,Efectivo,Ruta D,Araucanía,Temuco,Sur
S00417,2024-05-08 02:26:00,MAQ016,CLIENTE018,P008,Energética,Bebida,1600,3,4800,QR,Ruta B,Región Metropolitana,Santiago,Centro
S00418,2024-04-25 05:08:00,MAQ018,CLIENTE032,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta B,Región Metropolitana,Santiago,Centro
S00419,2024-06-02 09:14:00,MAQ010,CLIENTE005,P006,Galletas,Snack,1000,3,3000,Tarjeta,Ruta A,Araucanía,Temuco,Sur
S00420,2024-04-13 14:14:00,MAQ015,CLIENTE026,P001,Coca-Cola,Bebida,1200,2,2400,QR,Ruta D,Región Metropolitana,Santiago,Centro
S00421,2024-10-11 04:49:00,MAQ012,CLIENTE031,P005,Barra de Cereal,Snack,800,3,2400,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00422,2024-05-12 19:19:00,MAQ002,CLIENTE006,P008,Energética,Bebida,1600,2,3200,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00423,2024-08-27 02:56:00,MAQ013,CLIENTE023,P004,Papas Fritas,Snack,1500,1,1500,QR,Ruta E,Región Metropolitana,Santiago,Centro
S00424,2024-02-24 08:45:00,MAQ013,CLIENTE014,P010,Chocolate,Snack,1700,3,5100,QR,Ruta D,Biobío,Concepción,Sur
S00425,2024-03-17 13:36:00,MAQ007,CLIENTE027,P005,Barra de Cereal,Snack,800,2,1600,QR,Ruta C,Biobío,Concepción,Sur
S00426,2024-04-14 13:35:00,MAQ015,CLIENTE004,P005,Barra de Cereal,Snack,800,2,1600,Efectivo,Ruta A,Región Metropolitana,Santiago,Centro
S00427,2024-12-21 08:47:00,MAQ005,CLIENTE041,P006,Galletas,Snack,1000,2,2000,Tarjeta,Ruta A,Biobío,Concepción,Sur
S00428,2024-07-03 13:27:00,MAQ018,CLIENTE004,P008,Energética,Bebida,1600,3,4800,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00429,2024-05-22 10:13:00,MAQ007,CLIENTE034,P009,Jugo Natural,Bebida,1400,2,2800,Tarjeta,Ruta E,Araucanía,Temuco,Sur
S00430,2024-04-23 12:38:00,MAQ017,CLIENTE047,P002,Pepsi,Bebida,1100,1,1100,QR,Ruta A,Antofagasta,Antofagasta,Norte
S00431,2024-01-04 16:22:00,MAQ012,CLIENTE043,P005,Barra de Cereal,Snack,800,3,2400,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00432,2024-08-29 00:16:00,MAQ007,CLIENTE043,P010,Chocolate,Snack,1700,2,3400,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00433,2024-11-12 08:07:00,MAQ005,CLIENTE044,P002,Pepsi,Bebida,1100,3,3300,QR,Ruta E,Biobío,Concepción,Sur
S00434,2024-03-07 23:35:00,MAQ007,CLIENTE043,P006,Galletas,Snack,1000,3,3000,QR,Ruta E,Biobío,Concepción,Sur
S00435,2024-10-05 16:58:00,MAQ016,CLIENTE013,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta A,Araucanía,Temuco,Sur
S00436,2024-08-21 06:29:00,MAQ010,CLIENTE011,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00437,2024-01-06 20:23:00,MAQ012,CLIENTE040,P009,Jugo Natural,Bebida,1400,1,1400,QR,Ruta E,Valparaíso,Viña del Mar,Costa
S00438,2024-11-10 13:34:00,MAQ004,CLIENTE016,P008,Energética,Bebida,1600,2,3200,Efectivo,Ruta D,Región Metropolitana,Santiago,Centro
S00439,2024-01-07 21:38:00,MAQ005,CLIENTE047,P002,Pepsi,Bebida,1100,1,1100,Efectivo,Ruta B,Antofagasta,Antofagasta,Norte
S00440,2024-03-20 01:07:00,MAQ003,CLIENTE020,P005,Barra de Cereal,Snack,800,3,2400,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00441,2024-05-11 18:37:00,MAQ012,CLIENTE017,P007,Café en lata,Bebida,1300,3,3900,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00442,2024-03-29 13:10:00,MAQ019,CLIENTE011,P002,Pepsi,Bebida,1100,3,3300,Efectivo,Ruta C,Biobío,Concepción,Sur
S00443,2024-10-30 13:56:00,MAQ015,CLIENTE012,P004,Papas Fritas,Snack,1500,1,1500,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00444,2024-07-16 07:40:00,MAQ015,CLIENTE010,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00445,2024-08-29 11:47:00,MAQ009,CLIENTE008,P005,Barra de Cereal,Snack,800,2,1600,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00446,2024-07-28 01:48:00,MAQ012,CLIENTE042,P005,Barra de Cereal,Snack,800,1,800,Efectivo,Ruta D,Valparaíso,Viña del Mar,Costa
S00447,2024-06-27 08:16:00,MAQ002,CLIENTE023,P002,Pepsi,Bebida,1100,2,2200,Efectivo,Ruta B,Antofagasta,Antofagasta,Norte
S00448,2024-05-21 17:12:00,MAQ011,CLIENTE007,P002,Pepsi,Bebida,1100,2,2200,Tarjeta,Ruta A,Valparaíso,Viña del Mar,Costa
S00449,2024-05-21 09:06:00,MAQ018,CLIENTE027,P001,Coca-Cola,Bebida,1200,2,2400,Efectivo,Ruta C,Araucanía,Temuco,Sur
S00450,2024-07-16 22:00:00,MAQ002,CLIENTE043,P004,Papas Fritas,Snack,1500,2,3000,Efectivo,Ruta A,Región Metropolitana,Santiago,Centro
S00451,2024-04-30 19:41:00,MAQ010,CLIENTE024,P006,Galletas,Snack,1000,2,2000,Efectivo,Ruta E,Antofagasta,Antofagasta,Norte
S00452,2024-12-12 21:10:00,MAQ011,CLIENTE046,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta C,Biobío,Concepción,Sur
S00453,2024-06-17 03:26:00,MAQ019,CLIENTE024,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta E,Antofagasta,Antofagasta,Norte
S00454,2024-08-25 10:28:00,MAQ003,CLIENTE005,P003,Agua Mineral,Bebida,900,3,2700,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00455,2024-02-15 03:37:00,MAQ020,CLIENTE049,P001,Coca-Cola,Bebida,1200,3,3600,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00456,2024-08-20 19:09:00,MAQ006,CLIENTE050,P009,Jugo Natural,Bebida,1400,2,2800,Tarjeta,Ruta B,Valparaíso,Viña del Mar,Costa
S00457,2024-02-01 02:34:00,MAQ012,CLIENTE008,P008,Energética,Bebida,1600,1,1600,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00458,2024-10-24 18:30:00,MAQ016,CLIENTE010,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta A,Antofagasta,Antofagasta,Norte
S00459,2024-09-05 03:05:00,MAQ008,CLIENTE042,P005,Barra de Cereal,Snack,800,3,2400,Tarjeta,Ruta E,Araucanía,Temuco,Sur
S00460,2024-11-05 09:32:00,MAQ006,CLIENTE011,P009,Jugo Natural,Bebida,1400,3,4200,QR,Ruta D,Valparaíso,Viña del Mar,Costa
S00461,2024-12-19 14:41:00,MAQ018,CLIENTE009,P002,Pepsi,Bebida,1100,1,1100,Efectivo,Ruta B,Biobío,Concepción,Sur
S00462,2024-05-20 13:24:00,MAQ015,CLIENTE037,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta B,Biobío,Concepción,Sur
S00463,2024-12-08 01:48:00,MAQ020,CLIENTE004,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00464,2024-02-17 14:47:00,MAQ013,CLIENTE001,P003,Agua Mineral,Bebida,900,3,2700,QR,Ruta B,Araucanía,Temuco,Sur
S00465,2024-08-03 10:42:00,MAQ013,CLIENTE048,P005,Barra de Cereal,Snack,800,1,800,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00466,2024-02-13 01:42:00,MAQ017,CLIENTE026,P009,Jugo Natural,Bebida,1400,1,1400,QR,Ruta B,Biobío,Concepción,Sur
S00467,2024-09-22 02:18:00,MAQ011,CLIENTE006,P001,Coca-Cola,Bebida,1200,1,1200,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00468,2024-08-09 19:09:00,MAQ014,CLIENTE012,P010,Chocolate,Snack,1700,1,1700,QR,Ruta B,Valparaíso,Viña del Mar,Costa
S00469,2024-02-16 05:58:00,MAQ015,CLIENTE004,P004,Papas Fritas,Snack,1500,3,4500,QR,Ruta B,Antofagasta,Antofagasta,Norte
S00470,2024-11-30 04:01:00,MAQ006,CLIENTE014,P007,Café en lata,Bebida,1300,3,3900,QR,Ruta E,Araucanía,Temuco,Sur
S00471,2024-04-10 08:16:00,MAQ019,CLIENTE023,P009,Jugo Natural,Bebida,1400,3,4200,QR,Ruta E,Valparaíso,Viña del Mar,Costa
S00472,2024-08-09 19:24:00,MAQ009,CLIENTE001,P009,Jugo Natural,Bebida,1400,2,2800,Tarjeta,Ruta D,Antofagasta,Antofagasta,Norte
S00473,2024-12-22 16:33:00,MAQ011,CLIENTE015,P006,Galletas,Snack,1000,2,2000,Efectivo,Ruta D,Araucanía,Temuco,Sur
S00474,2024-07-08 11:30:00,MAQ010,CLIENTE047,P003,Agua Mineral,Bebida,900,3,2700,Efectivo,Ruta E,Araucanía,Temuco,Sur
S00475,2024-07-16 20:35:00,MAQ020,CLIENTE044,P005,Barra de Cereal,Snack,800,2,1600,QR,Ruta D,Biobío,Concepción,Sur
S00476,2024-05-20 09:03:00,MAQ003,CLIENTE029,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta B,Antofagasta,Antofagasta,Norte
S00477,2024-07-22 07:03:00,MAQ017,CLIENTE012,P006,Galletas,Snack,1000,2,2000,Efectivo,Ruta B,Biobío,Concepción,Sur
S00478,2024-03-26 07:30:00,MAQ008,CLIENTE015,P010,Chocolate,Snack,1700,1,1700,QR,Ruta E,Araucanía,Temuco,Sur
S00479,2024-11-10 16:52:00,MAQ011,CLIENTE019,P002,Pepsi,Bebida,1100,2,2200,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00480,2024-12-29 04:08:00,MAQ013,CLIENTE032,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta E,Biobío,Concepción,Sur
S00481,2024-10-21 21:06:00,MAQ008,CLIENTE009,P004,Papas Fritas,Snack,1500,2,3000,Efectivo,Ruta C,Biobío,Concepción,Sur
S00482,2024-02-19 22:26:00,MAQ016,CLIENTE050,P010,Chocolate,Snack,1700,3,5100,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00483,2024-08-16 03:22:00,MAQ011,CLIENTE044,P006,Galletas,Snack,1000,2,2000,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00484,2024-04-21 05:17:00,MAQ014,CLIENTE035,P002,Pepsi,Bebida,1100,1,1100,QR,Ruta B,Valparaíso,Viña del Mar,Costa
S00485,2024-02-05 09:01:00,MAQ020,CLIENTE042,P002,Pepsi,Bebida,1100,3,3300,Efectivo,Ruta D,Araucanía,Temuco,Sur
S00486,2024-03-15 16:02:00,MAQ018,CLIENTE012,P003,Agua Mineral,Bebida,900,2,1800,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00487,2024-01-27 01:07:00,MAQ017,CLIENTE004,P003,Agua Mineral,Bebida,900,2,1800,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00488,2024-12-01 02:14:00,MAQ002,CLIENTE046,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00489,2024-04-17 20:37:00,MAQ015,CLIENTE024,P003,Agua Mineral,Bebida,900,3,2700,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00490,2024-01-11 15:08:00,MAQ012,CLIENTE020,P008,Energética,Bebida,1600,3,4800,QR,Ruta E,Valparaíso,Viña del Mar,Costa
S00491,2024-11-24 06:38:00,MAQ007,CLIENTE027,P001,Coca-Cola,Bebida,1200,1,1200,Efectivo,Ruta E,Antofagasta,Antofagasta,Norte
S00492,2024-06-05 17:46:00,MAQ012,CLIENTE050,P010,Chocolate,Snack,1700,3,5100,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00493,2024-06-08 07:17:00,MAQ012,CLIENTE035,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00494,2024-08-30 01:03:00,MAQ016,CLIENTE012,P001,Coca-Cola,Bebida,1200,1,1200,QR,Ruta A,Antofagasta,Antofagasta,Norte
S00495,2024-10-22 11:06:00,MAQ013,CLIENTE029,P001,Coca-Cola,Bebida,1200,3,3600,Efectivo,Ruta B,Araucanía,Temuco,Sur
S00496,2024-07-22 03:00:00,MAQ002,CLIENTE006,P006,Galletas,Snack,1000,1,1000,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00497,2024-05-09 23:16:00,MAQ009,CLIENTE022,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta B,Valparaíso,Viña del Mar,Costa
S00498,2024-03-30 09:49:00,MAQ004,CLIENTE026,P007,Café en lata,Bebida,1300,2,2600,Tarjeta,Ruta A,Valparaíso,Viña del Mar,Costa
S00499,2024-04-29 05:33:00,MAQ005,CLIENTE044,P005,Barra de Cereal,Snack,800,3,2400,Efectivo,Ruta C,Valparaíso,Viña del Mar,Costa
S00500,2024-04-08 04:45:00,MAQ007,CLIENTE033,P006,Galletas,Snack,1000,3,3000,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00501,2024-05-07 19:49:00,MAQ007,CLIENTE019,P006,Galletas,Snack,1000,3,3000,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00502,2024-01-21 20:54:00,MAQ019,CLIENTE013,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00503,2024-12-27 01:31:00,MAQ020,CLIENTE030,P007,Café en lata,Bebida,1300,2,2600,Efectivo,Ruta D,Biobío,Concepción,Sur
S00504,2024-07-21 21:31:00,MAQ016,CLIENTE001,P004,Papas Fritas,Snack,1500,1,1500,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00505,2024-08-04 11:18:00,MAQ013,CLIENTE023,P010,Chocolate,Snack,1700,3,5100,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00506,2024-11-08 00:39:00,MAQ009,CLIENTE011,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
S00507,2024-04-06 07:19:00,MAQ013,CLIENTE005,P004,Papas Fritas,Snack,1500,3,4500,Efectivo,Ruta C,Valparaíso,Viña del Mar,Costa
S00508,2024-02-21 05:41:00,MAQ016,CLIENTE009,P005,Barra de Cereal,Snack,800,2,1600,QR,Ruta E,Biobío,Concepción,Sur
S00509,2024-07-19 01:56:00,MAQ005,CLIENTE006,P002,Pepsi,Bebida,1100,1,1100,Tarjeta,Ruta B,Antofagasta,Antofagasta,Norte
S00510,2024-10-02 00:46:00,MAQ007,CLIENTE011,P004,Papas Fritas,Snack,1500,2,3000,QR,Ruta C,Antofagasta,Antofagasta,Norte
S00511,2024-11-14 19:09:00,MAQ002,CLIENTE025,P009,Jugo Natural,Bebida,1400,1,1400,QR,Ruta E,Araucanía,Temuco,Sur
S00512,2024-01-31 09:32:00,MAQ019,CLIENTE010,P005,Barra de Cereal,Snack,800,3,2400,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
